mean,std,variance,rms,peak,peak_to_peak,crest_factor,kurtosis,skewness,data_no,fault,bearing,speed,force
-0.0019136567679999999,0.023164624010174696,0.000536599805532762,0.023243534321580148,0.24688,0.46047,10.621448381487646,4.633393751355481,-0.1650327821609161,34,OK,NU204_E_metal_b,500,1
-0.0018603659008,0.023641791721765663,0.0005589343158153474,0.023714874595919894,0.29313,0.49360000000000004,12.360596671695347,6.820090465464691,-0.2831807256602728,35,OK,NU204_E_metal_b,500,1
-0.0019914617728,0.08047693290238783,0.006476536729375433,0.08050156923543762,2.5733,3.7403000000000004,31.965836497845647,208.92824871147727,-6.431155753625618,36,IR,NU204_E_metal_b,500,1
-0.0019176251584,0.060901056467914175,0.0037089386789080706,0.060931239648937055,2.0527,3.00864,33.68879431678869,198.84292696520293,-5.76185820062745,37,IR,NU204_E_metal_b,500,1
-0.0019045522720000001,0.07420282750258497,0.005506059609378381,0.07422726539981897,1.5734,2.6064,21.197062717116307,125.99360619554895,-3.8915514485076574,38,IR,NU204_E_metal_b,500,1
-0.0019518897472000003,0.08105130752667276,0.0065693144517832815,0.08107480697089883,1.9466,2.9975,24.009924571250806,135.36292344985048,-4.719651616743679,39,IR,NU204_E_metal_b,500,1
-0.0019097832704,0.06435066922600015,0.004141008629834083,0.06437900202685642,1.895,2.9187000000000003,29.43506330230903,191.41108182426694,-4.641968542373609,40,IR,NU204_E_metal_b,500,1
-0.0017986390752,0.01953362007240907,0.0003815623131332225,0.019616253863978684,0.19156,0.3325,9.76537117271721,3.2764494535563697,0.07400617831053638,41,RE,NU204_E_metal_b,500,1
-0.0017779766111999998,0.01901326597992004,0.00036150428322318466,0.01909621648529255,0.13484,0.26031,7.061084592534367,1.4666297094551943,-0.06217620012546719,42,RE,NU204_E_metal_b,500,1
-0.0018050777696,0.019665712228521023,0.0003867402374550013,0.019748380774364905,0.12391,0.2425,6.274438467423407,1.9735408828968621,0.0007677262530472373,43,RE,NU204_E_metal_b,500,1
-0.0017915758304000002,0.01954937918625824,0.0003821782265681069,0.01963130078533209,0.17437,0.31,8.882243815971888,2.7329358519636067,0.03973113517087291,44,RE,NU204_E_metal_b,500,1
-0.0018066164736,0.019167921780710778,0.0003674092253914467,0.019252872213623855,0.13016,0.23922,6.760549727634677,1.2289816690667505,0.019979309910705782,45,RE,NU204_E_metal_b,500,1
-0.0018933875392,0.02352895624922084,0.0005536117821777484,0.023605014267128632,0.25453,0.46562,10.782878464701795,6.342636335904837,-0.265564647488,46,OK,NU204_E_metal_b,500,2
-0.0018952604127999999,0.02541360310558749,0.0006458512228083262,0.025484176165625854,0.44125,0.79109,17.314666055211816,21.617021857182944,-0.5300273186959051,47,OK,NU204_E_metal_b,500,2
-0.0019068357664,0.024565829688656598,0.0006034799882920819,0.024639724246267536,0.29734,0.5767100000000001,12.067505180990064,12.041618328707818,-0.3121419622386377,48,OK,NU204_E_metal_b,500,2
-0.0019135067071999999,0.022972532599578602,0.0005277372540387017,0.02305208801729685,0.26,0.49562,11.27880475750883,7.84381018102429,-0.17011523659067196,49,OK,NU204_E_metal_b,500,2
-0.0019056071392,0.02367471162073423,0.0005604919703249284,0.023751280152739102,0.37141,0.6906300000000001,15.637472911419783,12.558611719264094,-0.44428251506621785,50,OK,NU204_E_metal_b,500,2
-0.0021340782624000004,0.08413660986351727,0.007078969119325712,0.08416367036528147,3.1717,4.9464,37.68490592478206,259.6315436373334,-6.254404904583953,51,IR,NU204_E_metal_b,500,2
-0.002037808608,0.07202444976266903,0.005187521363615235,0.07205327215011179,1.3014,2.2245299999999997,18.0616363582869,85.9781845538783,-2.33806318359059,52,IR,NU204_E_metal_b,500,2
-0.0018866206752,0.07963572897465707,0.006341849329325036,0.07965807345710244,2.0795,3.2546999999999997,26.105326299660696,114.57126964713208,-3.0530205708885894,53,IR,NU204_E_metal_b,500,2
-0.0019173908095999998,0.058614686769657746,0.003435681505105091,0.05864603901903205,0.99328,1.70609,16.936864221599976,61.7327108875637,-2.032999521662732,54,IR,NU204_E_metal_b,500,2
-0.0019470731616,0.052368092029706985,0.0027424170628318604,0.05240427613018315,0.99141,1.62172,18.918494314035193,64.55414887930309,-2.318313373237882,55,IR,NU204_E_metal_b,500,2
-0.0018288299296,0.023496897411526697,0.00055210418796781,0.02356796144937467,0.24328,0.41266,10.322488032008172,2.153838933898493,-0.0076090841452529446,56,RE,NU204_E_metal_b,500,2
-0.0018116196576000003,0.024149530167236817,0.000583199807298281,0.02421738576069027,0.22703,0.40156000000000003,9.374670009531572,3.2148704296381485,0.05448420881307856,57,RE,NU204_E_metal_b,500,2
-0.0018304673824000002,0.023396413223278064,0.0005473921517143807,0.023467909207094077,0.26484,0.49609000000000003,11.2851979127285,3.1317414817916918,0.03800177041541558,58,RE,NU204_E_metal_b,500,2
-0.001805987536,0.024222711057591644,0.0005867397309795725,0.02428994281507801,0.21438,0.38297,8.825875039397925,3.085410982440231,-0.05022158548332543,59,RE,NU204_E_metal_b,500,2
-0.0017983950239999998,0.023452095306470272,0.0005500007742637649,0.023520948087313844,0.23672,0.44406,10.064220163288242,3.0639998072715464,0.015139199901268094,60,RE,NU204_E_metal_b,500,2
-0.0020515787296,0.024784429752026757,0.000614267958133149,0.024869196477105893,0.11078,0.209061,4.45450660627423,0.01042577642145659,-0.0254548578119655,61,OK,NU204_E_plastic_b,1000,1
-0.0020560102079999996,0.025620750883329674,0.0006564228758256383,0.02570311369855875,0.10297,0.19672,4.0061294210348475,0.08562675336840497,0.012553825085978167,62,OK,NU204_E_plastic_b,1000,1
-0.0020363411552,0.02438832791372359,0.0005947905384273092,0.024473193982961657,0.10609,0.198121,4.334947047527197,0.10429074854078646,-0.036342888790968614,63,OK,NU204_E_plastic_b,1000,1
-0.0020545591904,0.024692706208886354,0.0006097297399183747,0.02477803368682091,0.091094,0.180313,3.676401491392419,0.12478096655072335,-0.027073599663403936,64,OK,NU204_E_plastic_b,1000,1
-0.002015465376,0.024930704068226527,0.0006215400053374866,0.025012039221529725,0.094062,0.187812,3.760668978922512,-0.039289849076007854,0.0026653018636995816,65,OK,NU204_E_plastic_b,1000,1
-0.0021681940128,0.47330801657025323,0.2240204785496671,0.4733129827238466,3.963,5.9467,8.372895197578393,10.148324053369956,-1.8400258092990904,66,OR,NU204_E_plastic_b,1000,1
-0.0020217550592000013,0.4785940534952254,0.22905226804099063,0.4785983237899084,4.0725,6.402799999999999,8.509223283004468,9.848781673020804,-1.7997095253082558,67,OR,NU204_E_plastic_b,1000,1
-0.0018441612224,0.47420357461341534,0.22486903017614096,0.4742071605393103,3.8533,5.721,8.125773545084572,10.220883210988895,-1.8491780340202855,68,OR,NU204_E_plastic_b,1000,1
-0.0023208135392000003,0.47593069066825583,0.22651002231996303,0.4759363492059067,4.0925,5.9483,8.598838913708272,9.936551571323353,-1.8201776518986974,69,OR,NU204_E_plastic_b,1000,1
-0.0023712428960000003,0.4797895481675204,0.23019801053079336,0.4797954077767577,3.852,5.7222,8.02842198479791,10.347387883490809,-1.9013445597772605,70,OR,NU204_E_plastic_b,1000,1
-0.001369828624,0.10174323077475543,0.01035168500848514,0.10175245175888527,2.2641,3.6389,22.25106089202704,96.06059038566825,-3.263623614354637,71,RE,NU204_E_plastic_b,1000,1
-0.00143126616,0.0876785040469319,0.007687520071907854,0.08769018528164149,1.9339,3.0736,22.053779380083878,73.53328712161094,-2.514069432500185,72,RE,NU204_E_plastic_b,1000,1
-0.0013663521535999998,0.09534609208404067,0.009090877275698362,0.09535588180026447,1.9656,3.0789,20.613306309905557,80.15553710040341,-2.968589929211586,73,RE,NU204_E_plastic_b,1000,1
-0.0016829676959999999,0.10265263461093081,0.01053756339256527,0.1026664296293148,2.1762,3.8389,21.196802186044074,78.6056033120479,-2.954618606238785,74,RE,NU204_E_plastic_b,1000,1
-0.0015893698111999997,0.09163269590078076,0.008396550958044962,0.09164647867998921,1.8284,2.9417999999999997,19.950575584954002,60.62059516787669,-2.1784678020175696,75,RE,NU204_E_plastic_b,1000,1
-0.0017661714176000001,0.07269774223071444,0.005284961725443402,0.07271919338743897,1.2639,2.3001,17.38055582198355,51.99772023878675,-1.3411642092610754,76,IR,NU204_E_plastic_b,1000,1
-0.0017052077375999998,0.07886844763914717,0.006220232033008899,0.07888687955824637,1.4203,2.24655,18.0042613924324,50.276899404363576,-1.3806582208182947,77,IR,NU204_E_plastic_b,1000,1
-0.0018657261343999999,0.07892933567020655,0.006229840029340139,0.07895138354296727,1.3969,2.37706,17.69316682385652,48.28452753777382,-1.3540468939009636,78,IR,NU204_E_plastic_b,1000,1
-0.0017031952607999999,0.07803104564068952,0.006088844083779372,0.07804963137565599,1.2658,2.1658,16.217885692600575,45.165000435194514,-1.0185603785479063,79,IR,NU204_E_plastic_b,1000,1
-0.0018690396192,0.07962385729728648,0.006339958650898641,0.07964579059810242,1.4709,2.3376200000000003,18.468019325996178,52.81808847474039,-1.6844542774421343,80,IR,NU204_E_plastic_b,1000,1
-0.0020475456863999998,0.03140562841523965,0.0009863134961561083,0.03147230432450099,0.13672,0.27281,4.344136946259901,0.018465701015458524,-0.04143386993318618,81,OK,NU204_E_plastic_b,1000,2
-0.002084029072,0.03162889266415148,0.0010003868511604156,0.03169747668716481,0.12172,0.23281,3.8400533014442693,0.06377181735427939,-0.04158150394925305,82,OK,NU204_E_plastic_b,1000,2
-0.0020583770943999997,0.03162040044017688,0.0009998497239971384,0.03168732617719408,0.13469,0.26703,4.250595308888471,0.052792220680462076,-0.03574469510421443,83,OK,NU204_E_plastic_b,1000,2
-0.0020656247712000004,0.031173582369354035,0.0009717922377389007,0.031241943656474,0.12406,0.24765,3.9709437211756864,0.1257755855761702,-0.0484256692608215,84,OK,NU204_E_plastic_b,1000,2
-0.0020713689824000004,0.032035485530524745,0.0010262723331764601,0.032102381572676336,0.13609,0.25297,4.23924934328959,0.1604952815809324,-0.05007343238403559,85,OK,NU204_E_plastic_b,1000,2
-0.0019631427231999996,0.7776101464591912,0.6046775398762848,0.7776126245153407,4.5242,7.7414000000000005,5.818063978603458,3.691808301865114,-0.9602619123560363,86,OR,NU204_E_plastic_b,1000,2
-0.0024322532352,0.784702294029406,0.6157576902550123,0.7847060635109253,4.5273,7.5689,5.769421456671295,3.789920947523461,-0.9850892603048103,87,OR,NU204_E_plastic_b,1000,2
-0.002383888486399999,0.7888947567242056,0.6223549371869436,0.788898358542632,4.8397,7.8658,6.134757345598485,3.9449399214641554,-0.999432737857192,88,OR,NU204_E_plastic_b,1000,2
-0.0022419432576,0.794310088044565,0.6309285159693647,0.7943132519849678,4.8027,7.9204,6.04635512248874,3.9292717512580086,-1.0005954075675445,89,OR,NU204_E_plastic_b,1000,2
-0.0021422561119999986,0.7875969142586999,0.6203088993498259,0.7875998277114308,4.9008,7.907,6.222449304287567,3.936458002627413,-1.0054291496974717,90,OR,NU204_E_plastic_b,1000,2
-0.0016645956512,0.11245384662460674,0.012645867620670576,0.11246616602050846,1.7513,3.1557000000000004,15.571794273494186,57.00056974852179,-1.6812691658353875,91,RE,NU204_E_plastic_b,1000,2
-0.0016212628480000006,0.10687594061145805,0.01142246668158391,0.10688823684019778,1.7663,3.1835,16.524736979623768,46.00293666376979,-1.4840016863274021,92,RE,NU204_E_plastic_b,1000,2
-0.0015953924735999999,0.13145098309584471,0.017279360956864054,0.1314606642080013,1.9461,3.2710999999999997,14.803667787048589,47.40230985368481,-1.4187620777381635,93,RE,NU204_E_plastic_b,1000,2
-0.0014915431424000001,0.1078293742473942,0.011627173950584598,0.10783968959307254,1.6227,2.8266,15.04733559715513,45.5076147837636,-1.7038499024890605,94,RE,NU204_E_plastic_b,1000,2
-0.0017241137311999998,0.13344070729989813,0.017806422364697087,0.1334518449960704,1.8748,3.1803,14.048513155102539,41.85366125602853,-1.540062873463617,95,RE,NU204_E_plastic_b,1000,2
-0.0018101976352,0.12383838814681401,0.015335946378800964,0.12385161764902164,1.7045,2.8197,13.762436311734879,28.490574754930893,-0.8271224439358933,96,IR,NU204_E_plastic_b,1000,2
-0.0016514946432,0.131542998086866,0.017303560345681236,0.13155336476212898,1.8055,3.0519,13.724468418308064,28.303006745747773,-0.7366989484504939,97,IR,NU204_E_plastic_b,1000,2
-0.0019015190975999999,0.13161156747673267,0.017321604693682557,0.1316253032990279,1.9312,3.637,14.671950997238556,40.152950002116334,-1.1308490631541475,98,IR,NU204_E_plastic_b,1000,2
-0.0017359493888,0.12873540168768238,0.016572803647688938,0.1287471054741403,2.4906,3.8686,19.3449009267261,46.10803282294113,-1.3486678662113916,99,IR,NU204_E_plastic_b,1000,2
-0.0020383207936,0.13333611860897684,0.01777852052570714,0.13335169769209826,1.7389,2.9695,13.039953972052343,30.11535529830087,-1.0470371925944606,100,IR,NU204_E_plastic_b,1000,2
-0.002036875024,0.007490812929370379,5.611227834282244e-05,0.007762804789907926,0.046719,0.087813,6.018314419130734,0.6356120727692032,-0.03223581143766302,101,OK,NU204_E_plastic_b,500,1
-0.002064448592,0.007376723918001493,5.44160557624153e-05,0.0076601569012276815,0.036719,0.072188,4.793504946891506,0.358673081731391,-0.030783908507122638,102,OK,NU204_E_plastic_b,500,1
-0.0020364662336000003,0.007726454515148515,5.9698099374658875e-05,0.007990325030638732,0.042344,0.081719,5.299408952405919,0.3663704708559927,0.021424554663910373,103,OK,NU204_E_plastic_b,500,1
-0.0020513158912,0.008075969280259014,6.522127981568731e-05,0.008332417218381289,0.056719,0.09984399999999999,6.807028322451022,0.811819600834498,0.096048413819545,104,OK,NU204_E_plastic_b,500,1
-0.0020474578912,0.007852212317221066,6.165723827471822e-05,0.008114759521449503,0.048125,0.088281,5.930551592168889,0.62794374125939,0.00044793815622828974,105,OK,NU204_E_plastic_b,500,1
-0.0021300594464,0.09642857241153474,0.009298469577326598,0.09645209552193149,0.98156,1.6307800000000001,10.17665810875836,11.83095793754047,-1.028473682476843,106,OR,NU204_E_plastic_b,500,1
-0.002053292336,0.09783581457650364,0.009571846613848004,0.09785735855450566,0.90406,1.63218,9.238548979394809,11.83752490070625,-0.9469012495636798,107,OR,NU204_E_plastic_b,500,1
-0.0020920431936000006,0.09401584564452303,0.00883897923225478,0.0940391188653885,0.90359,1.5992199999999999,9.608660852016662,11.425092525146702,-0.967728061506074,108,OR,NU204_E_plastic_b,500,1
-0.0021166185759999997,0.09704803116361084,0.009418320352733182,0.0970711101560575,0.95531,1.64953,9.841342068347469,11.513490556687495,-0.9857467178020609,109,OR,NU204_E_plastic_b,500,1
-0.0021937673696,0.09527961890739288,0.009078205779138019,0.0953048707800915,1.1869,2.10612,12.453718160309755,11.89346528242219,-0.9845257008167118,110,OR,NU204_E_plastic_b,500,1
-0.001381193968,0.028316017983816073,0.0008017968744597952,0.02834968379430421,0.41547,0.82141,14.655189913739811,27.900217453206846,-0.696786485406553,111,RE,NU204_E_plastic_b,500,1
-0.0013349594624000002,0.029349015042832213,0.0008613646839843916,0.02937936011472413,0.57797,1.07891,19.67265446705006,42.17298208355825,-0.8261048962081806,112,RE,NU204_E_plastic_b,500,1
-0.0014245427264,0.02971609733951839,0.000883046441091732,0.029750222907922404,0.71844,1.2631299999999999,24.149062755717416,62.26647123513828,-1.2908145632705412,113,RE,NU204_E_plastic_b,500,1
-0.0013661971232,0.02794423122921908,0.0007808800589920629,0.027977608074521,0.44063,0.7859400000000001,15.74938067708792,26.898854794023638,-0.45041012841111155,114,RE,NU204_E_plastic_b,500,1
-0.0013246806848,0.029784577563397106,0.0008871210606300183,0.029814020855072544,0.41063,0.79313,13.773050002081003,26.67358803659485,-0.3759976177145421,115,RE,NU204_E_plastic_b,500,1
-0.0017651331264,0.033117338443079694,0.0010967581055534841,0.03316434532004814,0.74047,1.32235,22.32729133815825,83.07861308357361,-1.4756915787768126,116,IR,NU204_E_plastic_b,500,1
-0.0017576068959999998,0.036698654195867826,0.0013467912197878873,0.036740718580190485,0.85297,1.6473499999999999,23.21593134163403,98.81958808571983,-1.3624630201231271,117,IR,NU204_E_plastic_b,500,1
-0.0017921950847999998,0.039172652469685536,0.00153449670151076,0.03921362855861137,0.78125,1.37641,19.92292039060579,79.5042989286425,-1.3677555364299465,118,IR,NU204_E_plastic_b,500,1
-0.0017391935360000002,0.03877242934880314,0.0015033012776079313,0.038811416770888375,0.85328,1.49234,21.98528348081401,102.86371025292758,-1.8310511775433473,119,IR,NU204_E_plastic_b,500,1
-0.0017586452512000001,0.036474253989549454,0.0013303712040941642,0.03651662685974339,0.92266,1.51328,25.266846347660813,95.82481127926067,-1.7028682473543293,120,IR,NU204_E_plastic_b,500,1
-0.0020651266207999995,0.008038195880406319,6.46125930117811e-05,0.008299237372898664,0.067813,0.112969,8.170991737318515,0.9501654369498995,0.1004964521381062,121,OK,NU204_E_plastic_b,500,2
-0.0020579767392000002,0.008159249546165493,6.657335315660182e-05,0.008414785880561078,0.056719,0.095625,6.740397296504722,0.6873782937173374,0.02867209741111236,122,OK,NU204_E_plastic_b,500,2
-0.00204697648,0.008181356823967492,6.693459948107946e-05,0.008433546833376373,0.044531,0.081875,5.280222056011516,0.3548589389833774,0.05409782419775313,123,OK,NU204_E_plastic_b,500,2
-0.0020501559743999996,0.008151188707041465,6.64418773378003e-05,0.00840505900378863,0.082656,0.129375,9.834077305435013,1.5011975883576811,0.08856658557300559,124,OK,NU204_E_plastic_b,500,2
-0.002045798608,0.008457769589793818,7.15338664340411e-05,0.008701675607521567,0.069688,0.131407,8.008572502951385,1.1258283688234858,0.06813480244768094,125,OK,NU204_E_plastic_b,500,2
-0.0020791228096,0.13093255758276437,0.017143334635163907,0.1309490640929568,1.3967,2.37139,10.665979246774338,11.585559764602381,-1.0344292105374462,126,OR,NU204_E_plastic_b,500,2
-0.0021769998496,0.13343775954866569,0.01780563567336752,0.13345551693996274,1.4334,2.42277,10.740657507960796,11.78763114895734,-1.0607731266482068,127,OR,NU204_E_plastic_b,500,2
-0.0020631326208,0.1279651157872223,0.01637507085843721,0.1279817462556603,1.5312,2.5732,11.964206184069619,12.738968644211981,-1.156770522133168,128,OR,NU204_E_plastic_b,500,2
-0.0022672307999999997,0.12957062393884508,0.01678854658790161,0.1295904584581831,1.498,2.5619,11.559493019953951,12.09301703135999,-1.1597243203292773,129,OR,NU204_E_plastic_b,500,2
-0.0020641850432,0.1308262899662035,0.017115518146321156,0.13084257337049637,1.5981,2.57669,12.213914468609456,12.227944827103668,-1.0927899452659033,130,OR,NU204_E_plastic_b,500,2
-0.0016527412992,0.03545204270329773,0.0012568473318364456,0.0354905464263165,0.59359,1.1565599999999998,16.72529898158594,53.84034330740612,-0.7152697416333321,131,RE,NU204_E_plastic_b,500,2
-0.0016404705984000001,0.03618968994703833,0.001309693658462767,0.036226851950548804,0.64562,1.20093,17.821587171893896,48.16908284723769,-0.7502934734702268,132,RE,NU204_E_plastic_b,500,2
-0.0014791989088,0.03286193282292627,0.0010799066288585191,0.032895207223398275,0.60547,1.17219,18.406024801367742,50.42760070819832,0.005747302314227054,133,RE,NU204_E_plastic_b,500,2
-0.0015759029696,0.03397370057910179,0.0011542123310384613,0.034010230831443285,0.58516,1.12063,17.205411010001303,37.03112889588763,-0.4080081286812321,134,RE,NU204_E_plastic_b,500,2
-0.0014469512704000003,0.03388663832751822,0.0011483042571400265,0.03391751649397312,0.635,1.17953,18.721889620451268,48.73187951429796,-0.5540812382346454,135,RE,NU204_E_plastic_b,500,2
-0.0017202905984,0.04353612288276575,0.00189539399566328,0.04357009749135551,0.66062,1.12656,15.162233688622566,35.96255218790105,-0.4629518195155536,136,IR,NU204_E_plastic_b,500,2
-0.0017873833248,0.038047454649430976,0.0014476088053005068,0.0380894151234996,0.69172,1.18484,18.160425875724126,53.9135891224769,-1.0453617579671473,137,IR,NU204_E_plastic_b,500,2
-0.0017553115456000001,0.04047368345373844,0.0016381190523134205,0.04051172880704472,0.58062,1.02359,14.332145704407314,36.78056733598504,-0.4740177329497761,138,IR,NU204_E_plastic_b,500,2
-0.0017341108672,0.0371827512281764,0.0013825569888964537,0.03722316656863297,0.50531,0.92906,13.575148129009856,32.64069568222993,-0.5512039057323854,139,IR,NU204_E_plastic_b,500,2
-0.0018061093599999998,0.03588697834415806,0.00128787521467407,0.035932398273624176,0.52828,1.0146899999999999,14.702052336645137,41.14836000278978,-0.4554138223838209,140,IR,NU204_E_plastic_b,500,2
-0.0019024968832,0.01983166871898369,0.0003932950841795161,0.019922715140514902,0.11875,0.21375,5.9605329475654445,0.5882877017939259,0.0025903602416442613,141,OK,NU204_E_plastic_a,1000,1
-0.0018334770720000002,0.01924550474374204,0.00037038945284139735,0.019332643146112924,0.099531,0.189218,5.148338964711712,0.48533361057117075,0.05318836058486405,142,OK,NU204_E_plastic_a,1000,1
-0.0016991073983999999,0.02009631466564217,0.00040386186314050464,0.02016801500127869,0.11531,0.205779,5.717468972166528,0.8194363447619568,0.07905425152672871,143,OK,NU204_E_plastic_a,1000,1
-0.0019558172864,0.01953097262917004,0.00038145889184138925,0.01962865540731637,0.14125,0.25218999999999997,7.196111861403944,1.0091046932710936,-0.061003077602515964,144,OK,NU204_E_plastic_a,1000,1
-0.0020871629984000003,0.02057844876287752,0.0004234725534863753,0.020684022888893386,0.10813,0.204067,5.2277064563713145,0.6406885753189817,-0.007784486425132864,145,OK,NU204_E_plastic_a,1000,1
